Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto
ocds-dgv273-seacev3-1184548,ocds-dgv273-seacev3-1184548-2026-04-17T10:28:03.146990-05:00,compiled,2026-04-17T10:28:03.146977-05:00,ocds-dgv273-seacev3-1184548,2026-04-17T10:28:03.146995-05:00,tender,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,Fondos Públicos,1184548,CONV-PROC-3-2026-UNTRM/PROCIENCI-1,Adquisición de insumos de laboratorio para el CONTRATO Nº PE501084305-2023-PROCIENCIA-BM,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,2026-01-14T09:18:00-05:00,open,Convenio,goods,goods,120000.0,PEN,Soles,120000.0,2026-01-14T00:00:00-05:00,2026-01-14T00:00:00-05:00,16,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,
ocds-dgv273-seacev3-1185624,ocds-dgv273-seacev3-1185624-2026-04-17T10:28:02.798694-05:00,compiled,2026-04-17T10:28:02.798681-05:00,ocds-dgv273-seacev3-1185624,2026-04-17T10:28:02.798699-05:00,tender,PE-CONSUCODE-151,MUNICIPALIDAD PROVINCIAL DE HUARAZ,Fondos Públicos,1185624,LP-ABR-7-2025-MPHZ/CS-2,"ADQUISICION DE TRES (3) CAMIONETAS PICK UP 4X4 DEL IOARR DENOMINADO: ¿ADQUISICION DE SISTEMA DE VIDEO VIGILANCIA Y VEHICULO DE SEGURIDAD CIUDADANA; EN EL (LA) SUB GERENCIA DE SEGURIDAD CIUDADANA DE LA GERENCIA DE SERVICIOS PUBLICOS DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ DE DISTRITO DE HUARAZ, PROV",PE-CONSUCODE-151,MUNICIPALIDAD PROVINCIAL DE HUARAZ,2026-01-29T16:01:00-05:00,,Licitación Pública Abreviada,goods,goods,623276.87,PEN,Soles,623276.87,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,12,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,623276.87,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,"ADQUISICION DE SISTEMA DE VIDEO VIGILANCIA Y VEHÍCULO DE SEGURIDAD CIUDADANA; EN EL(LA) SUB GERENCIA DE SEGURIDAD CIUDADANA DE LA GERENCIA DE SERVICIOS PÚBLICOS DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ  DISTRITO DE HUARAZ, PROVINCIA HUARAZ, DEPARTAMENTO ANCASH",2647565
ocds-dgv273-seacev3-1185283,ocds-dgv273-seacev3-1185283-2026-04-16T10:36:55.659504-05:00,compiled,2026-04-16T10:36:55.659491-05:00,ocds-dgv273-seacev3-1185283,2026-04-16T10:36:55.659509-05:00,tender,PE-CONSUCODE-2452,EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE DE LIMA S.A.,Fondos Públicos,1185283,DIRECTA-DIRECTA-6-2026-EMAPE/DEC-1,"SERVICIO DE MANTENIMIENTO DE LA INFRAESTRUCTURA VIAL, SEÑALIZACIÓN EN LOS TRAMOS DE LA VÍA PANAMERICANA NORTE (AV. EDUARDO DE HABICH - INTERCAMBIO VIAL ANCÓN) Y PANAMERICANA SUR (AV. JAVIER PRADO - PUCUSANA).",PE-CONSUCODE-2452,EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE DE LIMA S.A.,2026-01-23T23:06:00-05:00,direct,Contratación Directa,services,services,10038083.59,PEN,Soles,10038083.59,,,2,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,10038083.59,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-1518-2,ocds-dgv273-seacev3-2026-1518-2-2026-04-16T10:36:54.477545-05:00,compiled,2026-04-16T10:36:54.477533-05:00,ocds-dgv273-seacev3-2026-1518-2,2026-04-16T10:36:54.477551-05:00,tender,PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,Fondos Públicos,1184989,LP-ABR-2-2026-CS-MDT-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:\n¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL PUESTO DE SALUD I-1 EN LA LOCALIDAD DE SAN PEDRO DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO"" CON CODIGO UNICO N° 2513651",PE-CONSUCODE-1518,MUNICIPALIDAD DISTRITAL DE TAPICHE,2026-01-22T15:22:00-05:00,,Licitación Pública Abreviada,works,works,2487475.14,PEN,Soles,2487475.14,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,5,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,4595780.9399999995,PEN,Soles,2026-01-23T00:01:00-05:00,2026-01-27T23:59:00-05:00,4,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL PUESTO DE SALUD I-1 EN LA LOCALIDAD DE SAN PEDRO DEL DISTRITO DE TAPICHE - PROVINCIA DE REQUENA - DEPARTAMENTO DE LORETO,2513651
ocds-dgv273-seacev3-2026-1389-2,ocds-dgv273-seacev3-2026-1389-2-2026-04-16T10:36:43.230811-05:00,compiled,2026-04-16T10:36:43.230799-05:00,ocds-dgv273-seacev3-2026-1389-2,2026-04-16T10:36:43.230816-05:00,tender,PE-CONSUCODE-1389,MUNICIPALIDAD DISTRITAL DE VEGUETA,Fondos Públicos,1186004,CP SER-SM-1-2026-MDV/OC-1,"CONTRATACION DEL SERVICIO DE MOVILIDAD ESCOLAR A TODO COSTO EN EL DISTRITO DE VEGUETA DE ACUERDO AL EXPEDIENTE TECNICO DEL PROYECTO : MEJORAMIENTO DEL SERVICIO DE EDUCACION AL EXPEDIENTE TECNICO DEL PROYECTO : ""MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN 7 UNIDADES PRODUCTORAS DE CENTROS """,PE-CONSUCODE-1389,MUNICIPALIDAD DISTRITAL DE VEGUETA,2026-01-30T21:51:00-05:00,,Concurso Público de Servicios,services,services,500940.0,PEN,Soles,500940.0,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,4,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1500796.0,PEN,Soles,2026-01-31T00:01:00-05:00,2026-02-10T23:59:00-05:00,10,"MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN 7 UNIDADES PRODUCTORAS  DE CENTROS POBLADOS SAN LUIS DE MAZO, MEDIO MUNDO DISTRITO DE VEGUETA DE LA PROVINCIA DE HUAURA DEL DEPARTAMENTO DE LIMA",2576015
ocds-dgv273-seacev3-1185154,ocds-dgv273-seacev3-1185154-2026-04-16T10:36:30.125126-05:00,compiled,2026-04-16T10:36:30.125112-05:00,ocds-dgv273-seacev3-1185154,2026-04-16T10:36:30.125131-05:00,tender,PE-CONSUCODE-270,MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE,Fondos Públicos,1185154,LP-SM-1-2026-MPS-C-1,"CONTRATACION DE LA EJECUCION DEL SALDO DE OBRA Nº 01: ""CREACION INTEGRAL DEL SERVICIO DEPORTIVO EN LA MZ F LT. 1 EN EL P.J. SEÑOR DE LOS MILAGROS, DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH"" CON CUI N°2556799",PE-CONSUCODE-270,MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE,2026-01-22T23:37:00-05:00,open,Licitación Pública,works,works,9352580.79,PEN,Soles,9352580.79,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,18,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-23T00:01:00-05:00,2026-02-03T23:59:00-05:00,11,"CREACION INTEGRAL DEL SERVICIO DEPORTIVO EN LA MZ F¿ LT. 1 EN EL P.J. SEÑOR DE LOS MILAGROS,  DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH",2556799
ocds-dgv273-seacev3-1185496,ocds-dgv273-seacev3-1185496-2026-04-16T10:36:30.051103-05:00,compiled,2026-04-16T10:36:30.051088-05:00,ocds-dgv273-seacev3-1185496,2026-04-16T10:36:30.051108-05:00,tender,PE-CONSUCODE-780,MUNICIPALIDAD DISTRITAL DE YANATILE,Fondos Públicos,1185496,LP-ABR-5-2025-MDY-3,"CONTRATACIÓN DE ELABORACIÓN DE EXPEDIENTE TÉCNICO Y EJECUCIÓN DE OBRA DEL PROYECTO RENOVACIÓN DE PUENTE; EN EL (LA) RED VIAL VECINAL CU-750 SOBRE RIO PAYLABAMBA EN LA PARTE ALTA Y BAJA, DISTRITO DE YANATILE, PROVINCIA DE CALCA, DEPARTAMENTO DE CUSCO CON CUI N° 2679845.",PE-CONSUCODE-780,MUNICIPALIDAD DISTRITAL DE YANATILE,2026-01-27T21:58:00-05:00,,Licitación Pública Abreviada,works,works,1899129.77,PEN,Soles,1899129.77,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-28T00:01:00-05:00,2026-01-30T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1184655,ocds-dgv273-seacev3-1184655-2026-04-16T10:36:18.147937-05:00,compiled,2026-04-16T10:36:18.147924-05:00,ocds-dgv273-seacev3-1184655,2026-04-16T10:36:18.147942-05:00,tender,PE-CONSUCODE-200028,GOBIERNO REGIONAL DE PIURA - HOSPITAL DE APOYO I NUESTRA SEÑORA DE LAS MERCEDES,Fondos Públicos,1184655,CP-ABR-1-2026-HNSLMP-CS-1,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL HOSPITAL DE APOYO II-1 NUESTRA SEÑORA DE LAS MERCEDES-PAITA.,PE-CONSUCODE-200028,GOBIERNO REGIONAL DE PIURA - HOSPITAL DE APOYO I NUESTRA SEÑORA DE LAS MERCEDES,2026-01-16T16:48:00-05:00,,Concurso Público Abreviado,services,services,3673208.28,PEN,Soles,3673208.28,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,16,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,3673208.2800000003,PEN,Soles,2026-01-17T00:01:00-05:00,2026-01-21T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185672,ocds-dgv273-seacev3-1185672-2026-04-16T10:36:18.116357-05:00,compiled,2026-04-16T10:36:18.116344-05:00,ocds-dgv273-seacev3-1185672,2026-04-16T10:36:18.116362-05:00,tender,PE-CONSUCODE-1341,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,Fondos Públicos,1185672,LP-SM-1-2026-CP/MDSMP-1,¿ADQUISICIÓN DE INSUMOS ALIMENTARIOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MARTÍN DE PORRES PERIODO 2026 ¿ 2027¿.,PE-CONSUCODE-1341,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,2026-01-28T22:32:00-05:00,open,Licitación Pública,goods,goods,9839238.32,PEN,Soles,9839238.32,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,14,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,9839328.32,PEN,Soles,2026-01-29T00:01:00-05:00,2026-02-06T23:59:00-05:00,8,,
ocds-dgv273-seacev3-1185827,ocds-dgv273-seacev3-1185827-2026-04-16T10:35:48.308719-05:00,compiled,2026-04-16T10:35:48.308707-05:00,ocds-dgv273-seacev3-1185827,2026-04-16T10:35:48.308725-05:00,tender,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,Fondos Públicos,1185827,LP-ABR-9-2025-OEFA-2,ADQUISICIÓN DE VALES DE PRODUCTOS (TARJETAS ELECTRÓNICAS) EN CUMPLIMIENTO DEL CONVENIO COLECTIVO Y LAUDO ARBITRAL PARA LOS SERVIDORES DEL ORGANISMO DE EVALUACIÓN Y FISCALIZACIÓN AMBIENTAL - OEFA.,PE-CONSUCODE-200276,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,2026-01-29T21:04:00-05:00,,Licitación Pública Abreviada,goods,goods,220963.88,PEN,Soles,220963.88,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,434013.5,PEN,Soles,2026-01-30T00:01:00-05:00,2026-02-03T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185286,ocds-dgv273-seacev3-1185286-2026-04-16T10:35:35.956389-05:00,compiled,2026-04-16T10:35:35.956377-05:00,ocds-dgv273-seacev3-1185286,2026-04-16T10:35:35.956395-05:00,tender,PE-CONSUCODE-201425,MUNICIPALIDAD DISTRITAL DE MI PERU,Fondos Públicos,1185286,LP-ABR-1-2026-MDMP/CS-1,"CONTRATATACION PARA LA EJECUCION DE LA OBRA IOARR DENOMINADA: REPARACION DE VEREDA, CONSTRUCCION DE AREA VERDE, ADQUISICION DE MOBILIARIO URBANO, RENOVACION DE LUMINARIA, EN EL(LA) MANZANAS G1, G2, G1A Y G7 DISTRITO DE MI PERU, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO DEL CALLAO CUI 2585556",PE-CONSUCODE-201425,MUNICIPALIDAD DISTRITAL DE MI PERU,2026-01-23T23:22:00-05:00,,Licitación Pública Abreviada,works,works,995183.94,PEN,Soles,995183.94,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,21,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,995183.94,PEN,Soles,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4,"REPARACION DE VEREDA; CONSTRUCCION DE AREA VERDE; ADQUISICION DE MOBILIARIO URBANO; RENOVACION DE LUMINARIA; EN EL(LA) MANZANAS G1, G2, G1A Y G7  DISTRITO DE MI PERU, PROVINCIA CONSTITUCIONAL DEL CALLAO, DEPARTAMENTO CALLAO",2585565
ocds-dgv273-seacev3-2026-160-1,ocds-dgv273-seacev3-2026-160-1-2026-04-16T10:35:23.221779-05:00,compiled,2026-04-16T10:35:23.221767-05:00,ocds-dgv273-seacev3-2026-160-1,2026-04-16T10:35:23.221784-05:00,tender,PE-CONSUCODE-160,MUNICIPALIDAD DISTRITAL DE PIRA,Fondos Públicos,1185198,LP-ABR-1-2026-MDP/CS-1,"ADQUISICIÓN DE SUMINISTRO DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE PIRA, PROVINCIA DE HUARAZ, DEPARTAMENTO DE ANCASH, CORRESPONDIENTE AL AÑO FISCAL 2026",PE-CONSUCODE-160,MUNICIPALIDAD DISTRITAL DE PIRA,2026-01-23T15:05:00-05:00,,Licitación Pública Abreviada,goods,goods,98887.57,PEN,Soles,98887.57,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,98887.57,PEN,Soles,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4,,
ocds-dgv273-seacev3-1185906,ocds-dgv273-seacev3-1185906-2026-04-12T10:05:08.379908-05:00,compiled,2026-04-12T10:05:08.379896-05:00,ocds-dgv273-seacev3-1185906,2026-04-12T10:05:08.379914-05:00,tender,PE-CONSUCODE-200510,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,Fondos Públicos,1185906,DIRECTA-DIRECTA-1-2026-DEC/CSJSM/PJ-1,"SERVICIO DE ALQUILER DE INMUEBLE PARA EL FUNCIONAMIENTO DE LOS ÓRGANOS JURISDICCIONALES Y ADMINISTRATIVOS DE LA PROVINCIA DE BELLAVISTA, DE LA CORTE SUPERIOR DE JUSTICIA DE SAN MARTÍN.",PE-CONSUCODE-200510,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,2026-01-30T19:49:00-05:00,direct,Contratación Directa,services,services,96000.0,PEN,Soles,96000.0,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,96000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-2026-702-8,ocds-dgv273-seacev3-2026-702-8-2026-04-12T10:05:08.345686-05:00,compiled,2026-04-12T10:05:08.345673-05:00,ocds-dgv273-seacev3-2026-702-8,2026-04-12T10:05:08.345691-05:00,tender,PE-CONSUCODE-702,MUNICIPALIDAD DISTRITAL DE HUARANGO,Fondos Públicos,1184816,SIE-SIE-3-2026-MDH/CS-1,"ADQUISICION DE CEMENTO PORTLAND TIPO I (42.5 KG), ¿AMPLIACIÓN DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN LOS SECTORES LA CATAHUA, LAS PALMERAS, LA FILA, SAN ANTONIO, LA PLAYITA Y LA JALQUILLA DEL DISTRITO DE HUARANGO, PROVINCIA DE SAN IGNACIO, DEPARTAMENTO DE CAJAMARCA¿ (CUI 2662229)",PE-CONSUCODE-702,MUNICIPALIDAD DISTRITAL DE HUARANGO,2026-01-19T18:09:00-05:00,open,Subasta Inversa Electrónica,goods,goods,59131.8,PEN,Soles,59131.8,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,21,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,59131.8,PEN,Soles,,,,"AMPLIACION DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN EL SECTOR LA CATAHUA, SECTOR LAS PALMERAS, SECTOR LA FILA, SECTOR SAN ANTONIO,  SECTOR LA PLAYITA Y SECTOR LA JALQUILLA DE LA LOCALIDAD DE HUARANGO   DISTRITO DE HUARANGO DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARCA",2662229
ocds-dgv273-seacev3-1184590,ocds-dgv273-seacev3-1184590-2026-04-12T10:04:59.774928-05:00,compiled,2026-04-12T10:04:59.774915-05:00,ocds-dgv273-seacev3-1184590,2026-04-12T10:04:59.774933-05:00,tender,PE-CONSUCODE-658,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,Fondos Públicos,1184590,LP-ABR-1-2026-MDSAC/CS-1,"CONTRATACIÓN DE SUMINISTRO DE BIENES ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE - AÑO 2026, DE LA MUNICIPALIDAD DISTRITAL DE SAN ANDRÉS DE CUTERVO",PE-CONSUCODE-658,MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,2026-01-13T21:29:00-05:00,,Licitación Pública Abreviada,goods,goods,135580.4,PEN,Soles,135580.4,2026-01-13T00:00:00-05:00,2026-01-13T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,135580.4,PEN,Soles,2026-01-14T00:01:00-05:00,2026-01-16T23:59:00-05:00,2,,
ocds-dgv273-seacev3-1184460,ocds-dgv273-seacev3-1184460-2026-04-12T10:04:51.749515-05:00,compiled,2026-04-12T10:04:51.749503-05:00,ocds-dgv273-seacev3-1184460,2026-04-12T10:04:51.749520-05:00,tender,PE-CONSUCODE-200078,GOBIERNO REGIONAL DE SAN MARTÍN - DIRECCION SUB REGIONAL DE SALUD HUALLAGA C.,Fondos Públicos,1184460,CP SER-SM-3-2026-OGESS-HC/CS-1,SERVICIO DE LIMPIEZA PARA EL CENTRO DE SALUD SAPOSOA I 4 PRIMER NIVEL DE ATENCION OGESS HUALLAGA CENTRAL,PE-CONSUCODE-200078,GOBIERNO REGIONAL DE SAN MARTÍN - DIRECCION SUB REGIONAL DE SALUD HUALLAGA C.,2026-01-09T11:34:00-05:00,,Concurso Público de Servicios,services,services,3843278.64,PEN,Soles,3843278.64,2026-01-09T00:00:00-05:00,2026-01-09T00:00:00-05:00,22,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,8283656.149999999,PEN,Soles,2026-01-10T00:01:00-05:00,2026-01-20T23:59:00-05:00,10,,
ocds-dgv273-seacev3-2026-1176-2,ocds-dgv273-seacev3-2026-1176-2-2026-04-12T10:04:41.662259-05:00,compiled,2026-04-12T10:04:41.662247-05:00,ocds-dgv273-seacev3-2026-1176-2,2026-04-12T10:04:41.662264-05:00,tender,PE-CONSUCODE-1176,MUNICIPALIDAD DISTRITAL DE MOROCOCHA,Fondos Públicos,1185753,LP-ABR-2-2026-MDM/CS-1,"EJECUCION DEL PROYECTO IOARR: REMODELACION DE LOSA DEPORTIVA CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS EN EL (LA) I.E. 30001-47 ERNEST MALINOWSKY DISTRITO DE MOROCOCHA, PROVINCIA DE YAULI, DEPARTAMENTO DE JUNIN",PE-CONSUCODE-1176,MUNICIPALIDAD DISTRITAL DE MOROCOCHA,2026-01-30T18:09:00-05:00,,Licitación Pública Abreviada,works,works,838053.65,PEN,Soles,838053.65,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,16,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,838053.65,PEN,Soles,2026-01-31T00:01:00-05:00,2026-02-04T23:59:00-05:00,4,"REMODELACION DE LOSA DEPORTIVA; CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) I.E. 30001-47 ERNEST MALINOWSKY  DISTRITO DE MOROCOCHA, PROVINCIA YAULI, DEPARTAMENTO JUNIN",2696646
ocds-dgv273-seacev3-1185235,ocds-dgv273-seacev3-1185235-2026-04-12T10:04:31.502106-05:00,compiled,2026-04-12T10:04:31.502093-05:00,ocds-dgv273-seacev3-1185235,2026-04-12T10:04:31.502111-05:00,tender,PE-CONSUCODE-369,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA,Fondos Públicos,1185235,SIE-SIE-2-2026-MPCT-1,"CONTRATACION DE VARILLAS DE ACERO CORRUGADO PARA LA OBRA ""MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE ASÍS EN LOS NIVELES INICIAL, PRIMARIA Y SECUNDARIA, DEL DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC""",PE-CONSUCODE-369,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA,2026-01-23T19:18:00-05:00,open,Subasta Inversa Electrónica,goods,goods,435845.0,PEN,Soles,435845.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,28,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,435845.0,PEN,Soles,,,,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA SAN FRANCISCO DE ASÍS EN LOS NIVELES INICIAL, PRIMARIA Y SECUNDARIA, DEL  DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC",2449271
ocds-dgv273-seacev3-1185029,ocds-dgv273-seacev3-1185029-2026-04-12T10:04:31.160518-05:00,compiled,2026-04-12T10:04:31.160504-05:00,ocds-dgv273-seacev3-1185029,2026-04-12T10:04:31.160524-05:00,tender,PE-CONSUCODE-200642,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL,Fondos Públicos,1185029,DIRECTA-DIRECTA-1-2026-SUNAFIL-1,SERVICIO DE ARRENDAMIENTO DE INMUEBLE PARA LA INTENDENCIA REGIONAL DE ANCASH,PE-CONSUCODE-200642,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL,2026-01-21T20:42:00-05:00,direct,Contratación Directa,services,services,156000.0,PEN,Soles,156000.0,,,1,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,156000.0,PEN,Soles,,,,,
ocds-dgv273-seacev3-1193344,ocds-dgv273-seacev3-1193344-2026-04-11T10:15:07.517842-05:00,compiled,2026-04-11T10:15:07.517828-05:00,ocds-dgv273-seacev3-1193344,2026-04-11T10:15:07.517847-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1193344,CONV-PROC-1-2026-UE003-CI-LT6-1,"ESPECIALISTA DE BASE DE DATOS, EN EL MARCO DEL CONVENIO ENTRE ICL Y LA UE003 ¿ COFOPRI",PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-03-05T11:58:00-05:00,open,Convenio,services,services,37333.33,PEN,Soles,37333.33,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,3,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,37333.33,PEN,Soles,,,,,
ocds-dgv273-seacev3-1193238,ocds-dgv273-seacev3-1193238-2026-04-11T10:14:58.900277-05:00,compiled,2026-04-11T10:14:58.900261-05:00,ocds-dgv273-seacev3-1193238,2026-04-11T10:14:58.900283-05:00,tender,PE-CONSUCODE-487,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,Fondos Públicos,1193238,LP-ABR-1-2026-MDY-1,CONTRATACIÓN DEL SUMINISTRO DE BIENES\nADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE - AÑO 2026,PE-CONSUCODE-487,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,2026-01-26T22:25:00-05:00,,Licitación Pública Abreviada,goods,goods,71487.0,PEN,Soles,71487.0,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,4,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,71613.0,PEN,Soles,2026-01-27T00:01:00-05:00,2026-01-29T23:59:00-05:00,2,,
